Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Philippines,Price / Philippines,Compare At Price / Philippines,Status
malibu-kidshoes,,,,,,,,,Red,,,36,,,,,9296002B361000000001,0,shopify,4,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBURED_5.jpg?v=1738910813,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBURED_1.jpg?v=1738910814,g,,,,,,
malibu-kidshoes,,,,,,,,,Red,,,37,,,,,9296002B371000000001,0,shopify,5,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBURED_1.jpg?v=1738910814,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBURED_1.jpg?v=1738910814,g,,,,,,
malibu-kidshoes,,,,,,,,,Red,,,38,,,,,9296002B381000000001,0,shopify,4,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBURED_4.jpg?v=1738910814,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBURED_1.jpg?v=1738910814,g,,,,,,
malibu-kidshoes,,,,,,,,,Red,,,39,,,,,9296002B391000000001,0,shopify,0,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBURED_2.jpg?v=1738910814,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBURED_1.jpg?v=1738910814,g,,,,,,
malibu-kidshoes,,,,,,,,,Navy Blue,,,35,,,,,9296023B351000000001,0,shopify,3,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBURED_6.jpg?v=1738910814,6,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLUE_1.jpg?v=1738910814,g,,,,,,
malibu-kidshoes,,,,,,,,,Navy Blue,,,36,,,,,9296023B361000000001,0,shopify,1,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLUE_2.jpg?v=1738910814,7,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLUE_1.jpg?v=1738910814,g,,,,,,
malibu-kidshoes,,,,,,,,,Navy Blue,,,37,,,,,9296023B371000000001,0,shopify,1,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLUE_6.jpg?v=1738910814,8,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLUE_1.jpg?v=1738910814,g,,,,,,
malibu-kidshoes,,,,,,,,,Navy Blue,,,38,,,,,9296023B381000000001,0,shopify,1,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLUE_1.jpg?v=1738910814,9,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLUE_1.jpg?v=1738910814,g,,,,,,
malibu-kidshoes,,,,,,,,,Navy Blue,,,39,,,,,9296023B391000000001,0,shopify,0,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLUE_3.jpg?v=1738910814,10,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLUE_1.jpg?v=1738910814,g,,,,,,
malibu-kidshoes,,,,,,,,,Dark Brown,,,35,,,,,9296046B351000000001,0,shopify,2,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLUE_4.jpg?v=1738910814,11,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBROWN_1.jpg?v=1738910815,g,,,,,,
malibu-kidshoes,,,,,,,,,Dark Brown,,,36,,,,,9296046B361000000001,0,shopify,2,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBROWN_2.jpg?v=1738910814,12,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBROWN_1.jpg?v=1738910815,g,,,,,,
malibu-kidshoes,,,,,,,,,Dark Brown,,,37,,,,,9296046B371000000001,0,shopify,1,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBROWN_4.jpg?v=1738910814,13,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBROWN_1.jpg?v=1738910815,g,,,,,,
malibu-kidshoes,,,,,,,,,Dark Brown,,,38,,,,,9296046B381000000001,0,shopify,1,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBROWN_5.jpg?v=1738910814,14,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBROWN_1.jpg?v=1738910815,g,,,,,,
malibu-kidshoes,,,,,,,,,Dark Brown,,,39,,,,,9296046B391000000001,0,shopify,0,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBROWN_1.jpg?v=1738910815,15,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBROWN_1.jpg?v=1738910815,g,,,,,,
malibu-kidshoes,,,,,,,,,Black,,,35,,,,,9296006B351000000001,0,shopify,1,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBROWN_6.jpg?v=1738910815,16,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLACK_1.jpg?v=1738910815,g,,,,,,
malibu-kidshoes,,,,,,,,,Black,,,36,,,,,9296006B361000000001,0,shopify,1,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBROWN_3.jpg?v=1738910815,17,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLACK_1.jpg?v=1738910815,g,,,,,,
malibu-kidshoes,,,,,,,,,Black,,,37,,,,,9296006B371000000001,0,shopify,2,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLACK_5.jpg?v=1738910815,18,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLACK_1.jpg?v=1738910815,g,,,,,,
malibu-kidshoes,,,,,,,,,Black,,,38,,,,,9296006B381000000001,0,shopify,1,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLACK_2.jpg?v=1738910815,19,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLACK_1.jpg?v=1738910815,g,,,,,,
malibu-kidshoes,,,,,,,,,Black,,,39,,,,,9296006B391000000001,0,shopify,0,deny,manual,699,699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLACK_6.jpg?v=1738910815,20,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLACK_1.jpg?v=1738910815,g,,,,,,
malibu-kidshoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLACK_1.jpg?v=1738910815,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
malibu-kidshoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLACK_4.jpg?v=1738910815,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
malibu-kidshoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLACK_3.jpg?v=1738910815,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
malibu-kidshoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESMALIBUBLUE_5.jpg?v=1738910815,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
gustav-kidshoes,GUSTAV BB,"<p><strong data-mce-fragment=""1"">Feature</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Vicrotech Material</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memory foam insole</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Advantage</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Flexible, water resistant</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memory foam for added comfort and cushioning</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Benefit</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Durable</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Better distribution of balance</span><br></p>
<p><span data-mce-fragment=""1"">Foot Type Guide : Narrow</span></p>",EASY SOFT PH,Apparel & Accessories > Shoes,Kids,"2.2, Boys, Kids, Loafers",TRUE,Color,Black,,Size,35,,,,,3256006B351000000001,0,shopify,6,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESGUSTAVBK_5_copy.jpg?v=1738910817,1,,FALSE,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESGUSTAVBK_5_copy.jpg?v=1738910817,g,,,TRUE,,,active
gustav-kidshoes,,,,,,,,,Black,,,36,,,,,3256006B361000000001,0,shopify,5,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESGUSTAVBK_6_copy.jpg?v=1738910817,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESGUSTAVBK_5_copy.jpg?v=1738910817,g,,,,,,
gustav-kidshoes,,,,,,,,,Black,,,37,,,,,3256006B371000000001,0,shopify,3,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESGUSTAVBK_1_copy.jpg?v=1738910817,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESGUSTAVBK_5_copy.jpg?v=1738910817,g,,,,,,
gustav-kidshoes,,,,,,,,,Black,,,38,,,,,3256006B381000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESGUSTAVBK_2_copy.jpg?v=1738910817,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESGUSTAVBK_5_copy.jpg?v=1738910817,g,,,,,,
gustav-kidshoes,,,,,,,,,Black,,,39,,,,,3256006B391000000001,0,shopify,3,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESGUSTAVBK_4_copy.jpg?v=1738910818,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESGUSTAVBK_5_copy.jpg?v=1738910817,g,,,,,,
gustav-kidshoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESGUSTAVBK_3_copy.jpg?v=1738910818,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
darwin-bb,DARWIN BB,"<p><strong>Feature<br></strong>Vicrotech Material<br>Memory foam insole</p>
<p><strong>Advantage<br></strong>Flexible, water resistant<br>Memory foam for added comfort and cushioning<br>Added style flexible, water resistant</p>
<p><strong>Benefit<br></strong>Durable<br>Better distribution of balance<br>Durable, better aesthetics<br>Easy to wear</p>
<p>Foot Type Guide : Wide</p>",EASY SOFT PH,Apparel & Accessories > Shoes,Kids,"Boys, Kids, Loafers",TRUE,Color,Black,,Size,35,,,,,10129006B351000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_6.jpg?v=1738910819,1,,FALSE,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,g,,,TRUE,,,active
darwin-bb,,,,,,,,,Black,,,36,,,,,10129006B361000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_5.jpg?v=1738910819,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,g,,,,,,
darwin-bb,,,,,,,,,Black,,,37,,,,,10129006B371000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,g,,,,,,
darwin-bb,,,,,,,,,Black,,,38,,,,,10129006B381000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_2.jpg?v=1738910819,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,g,,,,,,
darwin-bb,,,,,,,,,Black,,,39,,,,,10129006B391000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_4.jpg?v=1738910819,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_1.jpg?v=1738910819,g,,,,,,
darwin-bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESDARWINKIDSBLACK_3.jpg?v=1738910819,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackhawk-kidshoes,BLACKHAWK BB,"<meta charset=""utf-8"">
<p><strong>Injected footwear</strong><br></p>
<p><strong>Feature<br></strong>Vicrotech Material<br>Memory foam insole</p>
<p><strong>Advantage<br></strong>Flexible, water resistant<br>Memory foam for added comfort and cushioning<br>Added style flexible, water resistant</p>
<p><strong>Benefit<br></strong>Durable<br>Better distribution of balance<br>Durable, better aesthetics<br>Easy to wear</p>
<p>Foot Type Guide : Narrow</p>",EASY SOFT PH,Apparel & Accessories > Shoes,Kids,"Boys, FOOTWEAR, Kids, Loafers, SCHOOL, SHOES",TRUE,Color,Black,,Size,35,,,,,2455006B351000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESBLACKHAWKBK_5_copy.jpg?v=1738910820,1,,FALSE,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESBLACKHAWKBK_5_copy.jpg?v=1738910820,g,,,TRUE,,,active
blackhawk-kidshoes,,,,,,,,,Black,,,36,,,,,2455006B361000000001,0,shopify,0,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESBLACKHAWKBK_6_copy.jpg?v=1738910820,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESBLACKHAWKBK_5_copy.jpg?v=1738910820,g,,,,,,
blackhawk-kidshoes,,,,,,,,,Black,,,37,,,,,2455006B371000000001,0,shopify,0,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESBLACKHAWKBK_1_copy.jpg?v=1738910820,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESBLACKHAWKBK_5_copy.jpg?v=1738910820,g,,,,,,
blackhawk-kidshoes,,,,,,,,,Black,,,38,,,,,2455006B381000000001,0,shopify,0,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESBLACKHAWKBK_2_copy.jpg?v=1738910821,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESBLACKHAWKBK_5_copy.jpg?v=1738910820,g,,,,,,
blackhawk-kidshoes,,,,,,,,,Black,,,39,,,,,2455006B391000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESBLACKHAWKBK_4_copy.jpg?v=1738910821,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESBLACKHAWKBK_5_copy.jpg?v=1738910820,g,,,,,,
blackhawk-kidshoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/ESBLACKHAWKBK_3_copy.jpg?v=1738910821,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
sasha-womenshoes,SASHA L,"<p><strong data-mce-fragment=""1"">Feature</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Vicrotech Material</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memory foam insole</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Advantage</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Flexible, water resistant</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Memory foam for added comfort and cushioning</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Benefit</strong><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Durable</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Better distribution of balance</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Easy to wear</span></p>
<p><span>Foot Type Guide : Wide</span></p>",EASY SOFT PH,Apparel & Accessories > Shoes,Women,"2.2, Flats, Women",TRUE,Color,Black,,Size,35,,,,,2853006T351000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0002_sasha_nude_inner_2_6.jpg?v=1738910822,1,,FALSE,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL.jpg?v=1738910823,g,,,TRUE,,,active
sasha-womenshoes,,,,,,,,,Black,,,36,,,,,2853006T361000000001,0,shopify,5,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0001_sasha_nude_outer_2_6.jpg?v=1738910822,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL.jpg?v=1738910823,g,,,,,,
sasha-womenshoes,,,,,,,,,Black,,,37,,,,,2853006T371000000001,0,shopify,4,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0005_sasha_nude_2_6.jpg?v=1738910822,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL.jpg?v=1738910823,g,,,,,,
sasha-womenshoes,,,,,,,,,Black,,,38,,,,,2853006T381000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0004_sasha_nude_bottom_2_6.jpg?v=1738910822,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL.jpg?v=1738910823,g,,,,,,
sasha-womenshoes,,,,,,,,,Black,,,39,,,,,2853006T391000000001,0,shopify,5,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0000_sasha_nude_rear_2_6.jpg?v=1738910822,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL.jpg?v=1738910823,g,,,,,,
sasha-womenshoes,,,,,,,,,Black,,,40,,,,,2853006T401000000001,0,shopify,5,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0003_sasha_nude_front_2_6.jpg?v=1738910823,6,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL.jpg?v=1738910823,g,,,,,,
sasha-womenshoes,,,,,,,,,Nude,,,35,,,,,2853691T351000000001,0,shopify,0,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0010_sasha_l_blk_front_1_6.jpg?v=1738910823,7,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0002_sasha_nude_inner_2_6.jpg?v=1738910822,g,,,,,,
sasha-womenshoes,,,,,,,,,Nude,,,36,,,,,2853691T361000000001,0,shopify,0,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0137_997324-8997-423799-1.jpg?v=1738910823,8,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0002_sasha_nude_inner_2_6.jpg?v=1738910822,g,,,,,,
sasha-womenshoes,,,,,,,,,Nude,,,37,,,,,2853691T371000000001,0,shopify,0,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0136_997324-8997-423799-2.jpg?v=1738910823,9,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0002_sasha_nude_inner_2_6.jpg?v=1738910822,g,,,,,,
sasha-womenshoes,,,,,,,,,Nude,,,38,,,,,2853691T381000000001,0,shopify,0,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0135_997324-8997-423799-3.jpg?v=1738910823,10,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0002_sasha_nude_inner_2_6.jpg?v=1738910822,g,,,,,,
sasha-womenshoes,,,,,,,,,Nude,,,39,,,,,2853691T391000000001,0,shopify,0,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0134_997324-8997-423799-4.jpg?v=1738910823,11,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0002_sasha_nude_inner_2_6.jpg?v=1738910822,g,,,,,,
sasha-womenshoes,,,,,,,,,Nude,,,40,,,,,2853691T401000000001,0,shopify,0,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL.jpg?v=1738910823,12,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0002_sasha_nude_inner_2_6.jpg?v=1738910822,g,,,,,,
sasha-womenshoes,,,,,,,,,White,,,36,,,,,2853001T361000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL-5.jpg?v=1738910823,13,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0137_997324-8997-423799-1.jpg?v=1738910823,g,,,,,,
sasha-womenshoes,,,,,,,,,White,,,37,,,,,2853001T371000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL-4.jpg?v=1738910823,14,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0137_997324-8997-423799-1.jpg?v=1738910823,g,,,,,,
sasha-womenshoes,,,,,,,,,White,,,38,,,,,2853001T381000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL-1.jpg?v=1738910823,15,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0137_997324-8997-423799-1.jpg?v=1738910823,g,,,,,,
sasha-womenshoes,,,,,,,,,White,,,39,,,,,2853001T391000000001,0,shopify,1,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL-3.jpg?v=1738910823,16,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0137_997324-8997-423799-1.jpg?v=1738910823,g,,,,,,
sasha-womenshoes,,,,,,,,,White,,,40,,,,,2853001T401000000001,0,shopify,2,deny,manual,599,599,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0599/4731/9470/files/SashaL-2.jpg?v=1738910824,17,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0599/4731/9470/products/0137_997324-8997-423799-1.jpg?v=1738910823,g,,,,,,
